Generation;Average Moves To Win;Average Moves To Lose
69;25;15
69;22;32
69;17;37
69;16;28
69;16;0
69;22;0
69;14;26
69;19;29
69;18;31
69;14;18
69;19;28
69;17;40
69;21;42
69;15;24
69;14;20
69;12;42
69;14;32
70;13;0
70;16;13
70;23;42
70;18;15
70;17;16
70;16;28
70;19;23
70;15;20
70;13;31
70;18;21
70;18;27
70;12;28
70;21;31
70;20;25
70;15;42
70;11;19
70;23;0
70;19;30
70;11;27
70;17;22
70;20;0
70;22;28
70;18;21
70;16;19
70;13;28
70;14;20
70;22;28
70;17;24
70;14;42
70;17;0
70;15;26
70;22;31
70;17;39
70;17;0
70;16;42
70;22;0
70;14;25
70;18;20
70;17;42
70;15;31
70;20;20
70;19;21
70;15;0
70;17;30
70;13;27
70;19;0
70;20;38
70;17;24
70;20;35
70;23;18
70;17;34
70;15;31
70;22;13
70;18;23
70;14;30
70;19;18
70;17;0
70;18;27
70;15;23
70;18;23
70;16;22
70;16;24
70;18;33
70;14;25
70;20;34
70;20;25
70;22;0
70;12;33
70;22;22
70;19;23
70;18;22
70;16;31
70;19;13
70;20;35
70;24;27
70;17;33
70;16;16
70;14;32
70;18;31
70;17;32
70;24;29
70;11;29
70;18;22
70;18;27
70;21;30
70;17;33
70;15;17
70;16;29
70;15;34
70;13;22
70;21;19
70;11;42
70;21;32
70;17;42
70;16;42
70;20;17
70;18;11
70;13;23
70;22;22
70;13;26
71;9;19
71;17;31
71;22;23
71;17;23
71;17;19
71;16;19
71;20;24
71;16;19
71;14;22
71;18;42
71;10;32
71;17;17
71;21;17
71;18;42
71;17;32
71;15;35
71;15;33
71;18;29
71;11;32
71;18;16
71;14;42
71;13;24
71;15;22
71;10;28
71;21;31
71;21;34
71;19;39
71;13;11
71;19;29
71;19;0
71;15;25
71;18;24
71;18;33
71;16;13
71;16;25
71;17;35
71;21;0
71;19;0
71;21;28
71;20;32
71;14;20
71;15;37
71;17;19
71;17;0
71;18;14
71;14;35
71;14;17
71;20;25
71;19;31
71;22;37
71;20;29
71;17;42
71;17;28
71;13;19
71;12;32
71;17;34
71;18;0
71;8;42
71;16;20
71;18;27
71;19;28
71;21;22
71;19;21
71;20;20
71;20;35
71;18;28
71;20;19
71;16;34
71;19;21
71;22;40
71;19;0
71;19;34
71;19;34
71;21;22
71;23;20
71;15;42
71;19;19
71;14;30
71;14;34
71;17;28
71;17;21
71;20;13
71;22;17
71;19;33
71;17;31
71;20;35
71;12;24
71;16;42
71;19;15
71;18;24
71;17;38
71;12;32
71;16;41
71;18;30
71;15;17
71;14;28
71;14;36
71;14;21
71;16;0
71;13;20
72;15;28
72;20;32
72;12;32
72;18;42
72;20;23
72;20;10
72;15;26
72;17;0
72;19;19
72;23;27
72;12;42
72;25;24
72;19;13
72;21;20
72;18;30
72;14;19
72;18;18
72;24;42
72;16;25
72;19;35
72;16;28
72;18;34
72;18;15
72;17;26
72;19;38
72;13;42
72;15;22
72;21;22
72;15;42
72;15;16
72;19;0
72;11;21
72;21;0
72;15;25
72;15;18
72;15;35
72;18;23
72;22;22
72;20;26
72;16;0
72;18;23
72;19;18
72;16;31
72;16;20
72;10;27
72;17;30
72;20;0
72;13;31
72;15;0
72;17;23
72;14;25
72;20;0
72;16;30
72;15;30
72;17;37
72;16;25
72;19;26
72;18;30
72;25;32
72;18;39
72;19;40
72;20;42
72;22;26
72;18;0
72;21;36
72;18;27
72;13;33
72;21;19
72;18;0
72;12;42
72;14;18
72;23;32
72;17;42
72;13;31
72;16;0
72;17;22
72;16;0
72;18;42
72;16;0
72;18;0
72;13;35
72;24;0
72;23;0
72;20;39
72;22;17
72;14;28
72;16;17
72;12;27
72;16;42
72;19;0
72;25;31
72;18;27
72;14;28
72;16;33
72;16;29
72;18;42
72;13;19
72;25;41
72;21;39
72;15;25
73;16;28
73;14;35
73;22;42
73;15;21
73;16;21
73;15;32
73;14;0
73;13;14
73;20;0
73;20;23
73;17;22
73;17;14
73;18;0
73;23;18
73;23;28
73;20;20
73;19;27
73;19;11
73;18;25
73;22;26
73;22;29
73;23;13
73;18;29
73;20;22
73;15;25
73;18;37
73;16;42
73;17;26
73;20;0
73;17;27
73;17;14
73;16;42
73;21;15
73;16;35
73;17;0
73;21;22
73;16;19
73;22;38
73;16;27
73;14;27
73;19;25
73;22;41
73;19;31
73;17;25
73;17;30
73;12;17
73;11;23
73;20;29
73;14;27
73;13;0
73;24;33
73;17;23
73;14;36
73;24;21
73;19;34
73;14;0
73;12;33
73;20;23
73;17;37
73;19;21
73;19;35
73;17;32
73;22;35
73;17;20
73;17;26
73;20;24
73;12;22
73;17;35
73;18;13
73;19;27
73;20;31
73;18;18
73;16;17
73;18;25
73;17;25
73;8;23
73;13;26
73;17;27
73;18;24
73;17;0
73;21;41
73;18;28
73;24;25
73;16;34
73;17;0
73;17;25
73;21;30
73;21;34
73;19;0
73;17;42
73;17;0
73;17;8
73;21;20
73;20;32
73;16;24
73;24;29
73;15;31
73;24;0
73;18;28
73;22;0
74;22;0
74;19;0
74;17;0
74;11;13
74;19;32
74;15;28
74;17;22
74;15;0
74;18;42
74;21;25
74;20;40
74;17;29
74;17;41
74;17;18
74;15;32
74;18;27
74;15;18
74;18;27
74;19;21
74;22;40
74;21;0
74;28;0
74;15;32
74;18;16
74;17;29
74;16;0
74;19;25
74;24;32
74;22;21
74;23;27
74;21;17
74;23;33
74;23;24
74;17;24
74;19;35
74;16;35
74;18;21
74;21;39
74;18;21
74;15;32
74;14;0
74;21;31
74;16;25
74;19;42
74;21;34
74;27;27
74;22;28
74;17;20
74;26;13
74;15;32
74;18;28
74;21;18
74;17;22
74;15;0
74;16;21
74;15;23
74;20;42
74;18;20
74;20;42
74;19;0
74;20;0
74;20;32
74;19;16
74;17;33
74;21;0
74;15;31
74;13;27
74;19;21
74;19;19
74;23;20
74;11;27
74;19;15
74;20;12
74;16;37
74;19;0
74;13;21
74;17;0
74;19;14
74;21;22
74;15;26
74;23;10
74;18;0
74;15;19
74;23;16
74;19;30
74;20;28
74;23;25
74;13;42
74;17;30
74;17;35
74;20;25
74;23;25
74;17;17
74;20;17
74;18;0
74;14;0
74;19;26
74;19;23
74;17;18
74;23;29
75;17;24
75;19;25
75;14;0
75;24;36
75;17;16
75;15;18
75;16;25
75;20;23
75;21;33
75;17;13
75;17;29
75;15;33
75;21;36
75;17;19
75;21;29
75;18;32
75;16;35
75;21;15
75;21;0
75;18;19
75;18;0
75;19;30
75;17;15
75;20;42
75;17;26
75;18;18
75;20;39
75;11;27
75;16;0
75;18;0
75;22;0
75;20;36
75;19;19
75;25;26
75;26;21
75;15;30
75;22;18
75;26;34
75;18;23
75;11;32
75;22;0
75;16;42
75;21;25
75;19;25
75;15;22
75;18;33
75;14;29
75;19;42
75;17;0
75;14;25
75;24;32
75;17;0
75;14;36
75;19;27
75;16;17
75;18;17
75;20;32
75;17;33
75;21;32
75;21;14
75;11;35
75;24;0
75;23;20
75;21;33
75;18;30
75;16;18
75;21;12
75;22;0
75;30;42
75;14;0
75;11;31
75;17;20
75;13;34
75;20;26
75;18;19
75;17;23
75;16;32
75;16;42
75;15;31
75;22;33
75;25;31
75;19;12
75;15;29
75;20;29
75;10;16
75;25;21
75;21;26
75;15;27
75;17;0
75;22;40
75;15;0
75;18;15
75;19;0
75;17;42
75;14;0
75;17;33
75;15;42
75;14;29
75;14;31
75;18;26
76;17;20
76;18;29
76;21;22
76;14;42
76;16;28
76;23;25
76;17;28
76;18;24
76;21;27
76;16;15
76;18;17
76;17;0
76;20;0
76;22;15
76;16;11
76;18;26
76;14;22
76;13;21
76;23;19
76;16;25
76;18;24
76;16;21
76;18;0
76;15;27
76;17;0
76;17;35
76;18;25
76;19;34
76;16;22
76;9;36
76;21;22
76;27;26
76;14;28
76;17;0
76;21;25
76;13;0
76;22;20
76;18;18
76;13;32
76;17;23
76;16;26
76;23;18
76;18;40
76;20;26
76;16;28
76;14;25
76;19;21
76;14;38
76;21;0
76;14;13
76;18;0
76;23;20
76;19;23
76;19;0
76;18;0
76;19;30
76;21;19
76;15;22
76;19;34
76;15;27
76;16;20
76;17;24
76;17;28
76;17;0
76;19;21
76;19;8
76;16;19
76;19;42
76;20;24
76;20;38
76;19;23
76;18;28
76;13;31
76;16;23
76;16;16
76;18;0
76;18;24
76;14;35
76;19;29
76;17;21
76;13;39
76;19;34
76;17;29
76;21;14
76;20;0
76;13;39
76;21;0
76;22;28
76;16;17
76;15;29
76;14;42
76;12;27
76;15;30
76;15;24
76;16;24
76;19;38
76;15;25
76;20;0
76;16;36
76;18;11
77;21;27
77;25;21
77;22;29
77;14;0
77;21;26
77;15;29
77;20;28
77;22;21
77;17;0
77;22;28
77;19;33
77;15;33
77;21;18
77;18;22
77;25;25
77;20;0
77;16;0
77;17;36
77;16;0
77;20;33
77;16;17
77;9;28
77;26;0
77;11;24
77;18;22
77;22;34
77;14;19
77;15;26
77;20;31
77;20;22
77;14;24
77;19;42
77;22;27
77;21;17
77;17;23
77;19;25
77;15;23
77;22;22
77;20;18
77;17;15
77;19;24
77;13;20
77;19;42
77;13;35
77;19;21
77;14;31
77;21;0
77;15;42
77;14;41
77;19;34
77;15;0
77;16;25
77;21;29
77;20;22
77;20;22
77;22;28
77;19;31
77;23;21
77;19;14
77;18;28
77;19;42
77;21;19
77;19;0
77;16;18
77;23;30
77;16;39
77;21;20
77;19;20
77;22;11
77;21;21
77;17;33
77;19;24
77;13;42
77;21;30
77;15;19
77;15;33
77;18;25
77;16;27
77;15;0
77;23;27
77;23;24
77;24;34
77;18;21
77;19;0
77;16;30
77;18;25
77;18;29
77;21;15
77;15;28
77;22;24
77;21;0
77;18;19
77;18;0
77;17;19
77;18;24
77;23;0
77;15;26
77;20;20
77;20;33
77;21;42
78;15;21
78;19;23
78;24;25
78;15;31
78;10;34
78;15;0
78;18;16
78;22;33
78;14;0
78;16;36
78;17;21
78;23;22
78;20;0
78;19;26
78;19;22
78;12;42
78;18;25
78;20;23
78;19;18
78;16;26
78;17;32
78;17;20
78;20;28
78;15;15
78;15;31
78;12;34
78;23;42
78;12;29
78;16;30
78;16;21
78;18;32
78;15;0
78;17;24
78;14;26
78;16;22
78;20;27
78;21;22
78;21;12
78;18;0
78;17;29
78;20;20
78;13;28
78;15;22
78;22;42
78;21;34
78;16;21
78;17;20
78;15;21
78;16;29
78;20;17
78;18;40
78;17;13
78;12;0
78;15;30
78;12;26
78;19;42
78;18;19
78;16;25
78;15;32
78;17;26
78;17;42
78;12;20
78;19;13
78;14;0
78;21;0
78;16;33
78;18;42
78;21;23
78;18;0
78;22;20
78;15;16
78;17;20
78;19;13
78;11;29
78;17;0
78;18;29
78;18;23
78;19;40
78;21;16
78;18;0
78;11;27
78;15;15
78;19;36
78;23;19
78;15;41
78;19;23
78;15;0
78;19;14
78;22;42
78;21;42
78;14;32
78;19;42
78;26;40
78;24;37
78;18;23
78;15;14
78;21;40
78;21;18
78;14;24
78;14;17
79;20;0
79;18;42
79;20;32
79;20;42
79;23;22
79;17;0
79;21;28
79;20;34
79;16;34
79;18;10
79;11;19
79;16;0
79;18;19
79;18;21
79;15;0
79;12;37
79;21;25
79;20;31
79;14;34
79;18;25
79;19;0
79;12;0
79;18;28
79;16;21
79;22;18
79;20;19
79;17;0
79;16;0
79;20;41
79;21;13
79;18;18
79;20;42
79;20;15
79;13;17
79;17;0
79;17;27
79;20;18
79;24;24
79;22;42
79;19;42
79;13;36
79;18;0
79;16;34
79;23;35
79;19;26
79;19;26
79;12;24
79;21;0
79;17;27
79;15;0
79;20;29
79;20;22
79;20;23
79;14;23
79;17;31
79;21;17
79;13;0
79;17;13
79;13;19
79;19;17
79;16;0
79;21;0
79;21;24
79;15;0
79;15;0
79;18;0
79;18;26
79;15;0
79;18;17
79;20;23
79;20;0
79;15;26
79;17;27
79;19;32
79;18;30
79;23;15
79;19;17
79;13;11
79;22;17
79;17;28
79;17;31
79;23;30
79;15;17
79;17;0
79;16;33
79;22;0
79;20;39
79;20;23
79;18;30
79;18;24
79;17;42
79;20;38
79;21;31
79;17;42
79;23;29
79;16;18
79;17;31
79;12;19
79;15;21
79;14;23
80;14;27
80;17;21
80;18;20
80;18;26
80;11;23
80;19;31
80;17;26
80;19;29
80;18;26
80;17;42
80;18;15
80;16;0
80;16;0
80;18;0
80;20;28
80;18;22
80;19;27
80;16;28
80;25;34
80;15;42
80;14;36
80;14;37
80;16;36
80;23;25
80;19;12
80;19;35
80;16;30
80;12;10
80;17;0
80;18;18
80;13;21
80;19;0
80;20;23
80;16;20
80;16;0
80;17;21
80;16;19
80;17;42
80;24;23
80;20;22
80;19;29
80;20;24
80;20;40
80;18;36
80;18;17
80;16;0
80;22;0
80;19;38
80;22;29
80;20;28
80;25;24
80;14;28
80;13;0
80;17;36
80;18;0
80;18;19
80;19;27
80;14;38
80;15;35
80;17;29
80;19;42
80;18;17
80;13;23
80;18;35
80;18;16
80;20;25
80;15;0
80;17;31
80;20;27
80;14;31
80;11;27
80;16;31
80;20;31
80;18;24
80;24;0
80;17;22
80;20;20
80;15;12
80;21;28
80;15;14
80;17;42
80;15;27
80;18;15
80;16;0
80;18;33
80;21;9
80;16;37
80;13;13
80;24;0
80;20;21
80;17;24
80;22;27
80;19;20
80;21;20
80;16;42
80;12;19
80;20;20
80;14;20
80;19;0
80;20;29
81;16;25
81;13;25
81;15;0
81;22;30
81;22;32
81;15;36
81;23;0
81;18;21
81;18;23
81;19;42
81;14;42
81;21;42
81;17;20
81;19;19
81;17;24
81;19;32
81;22;21
81;15;33
81;18;25
81;16;27
81;22;27
81;23;18
81;19;21
81;15;31
81;18;34
81;17;27
81;14;0
81;25;38
81;18;25
81;16;29
81;16;13
81;19;0
81;18;28
81;25;42
81;19;22
81;13;23
81;22;22
81;18;21
81;16;42
81;12;19
81;14;28
81;17;36
81;18;0
81;15;20
81;22;21
81;13;17
81;15;23
81;17;18
81;20;31
81;18;29
81;17;0
81;13;30
81;24;32
81;22;29
81;20;21
81;13;19
81;16;22
81;16;30
81;18;22
81;14;0
81;20;32
81;17;34
81;25;0
81;21;23
81;13;25
81;17;28
81;16;25
81;17;23
81;16;27
81;13;20
81;20;36
81;21;20
81;14;42
81;17;27
81;17;23
81;18;34
81;18;19
81;14;30
81;15;25
81;20;21
81;17;15
81;19;27
81;19;30
81;22;32
81;26;42
81;18;13
81;14;13
81;22;21
81;18;33
81;18;32
81;14;29
81;16;34
81;16;16
81;20;13
81;18;27
81;22;25
81;14;15
81;17;13
81;14;32
81;17;24
82;14;14
82;17;16
82;15;24
82;18;17
82;13;26
82;17;42
82;21;31
82;20;30
82;17;22
82;17;29
82;17;17
82;25;25
82;17;0
82;13;26
82;20;25
82;15;17
82;16;27
82;18;23
82;15;35
82;15;0
82;21;31
82;19;35
82;20;30
82;28;34
82;26;38
82;16;0
82;19;13
82;14;27
82;21;25
82;19;0
82;13;15
82;18;0
82;18;42
82;17;28
82;15;0
82;17;31
82;24;20
82;17;38
82;15;23
82;15;21
82;12;26
82;23;22
82;22;0
82;20;20
82;15;18
82;18;36
82;15;21
82;16;29
82;19;0
82;15;20
82;13;0
82;17;0
82;10;28
82;15;33
82;10;29
82;21;42
82;15;26
82;17;20
82;18;0
82;20;0
82;13;25
82;22;19
82;18;0
82;12;31
82;13;22
82;17;39
82;19;25
82;20;23
82;16;33
82;16;23
82;20;7
82;17;14
82;20;29
82;14;22
82;19;21
82;17;27
82;21;34
82;13;22
82;21;26
82;22;26
82;14;32
82;15;19
82;15;26
82;18;42
82;20;21
82;13;31
82;17;35
82;18;34
82;17;0
82;12;20
82;13;31
82;11;27
82;15;29
82;17;24
82;19;32
82;25;42
82;16;24
82;17;12
82;20;25
82;22;38
83;16;29
83;18;20
83;21;21
83;17;34
83;14;0
83;19;26
83;13;15
83;13;15
83;17;35
83;16;0
83;16;16
83;11;0
83;18;0
83;13;26
83;15;0
83;19;18
83;15;25
83;12;29
83;17;22
83;18;32
83;17;34
83;14;27
83;17;0
83;15;23
83;18;28
83;16;13
83;28;13
83;17;0
83;21;15
83;10;25
83;23;31
83;19;0
83;15;29
83;14;31
83;19;37
83;16;31
83;16;29
83;14;33
83;16;27
83;18;0
83;17;23
83;18;21
83;16;28
83;17;25
83;8;19
83;21;0
83;16;27
83;13;34
83;19;15
83;12;29
83;17;40
83;16;42
83;20;32
83;17;17
83;18;38
83;18;35
83;18;26
83;16;28
83;17;24
83;20;0
83;10;30
83;20;23
83;19;28
83;15;30
83;14;28
83;22;18
83;17;38
83;12;0
83;15;18
83;14;23
83;18;17
83;15;42
83;19;42
83;16;0
83;13;34
83;19;17
83;15;0
83;19;0
83;13;23
83;17;0
83;15;17
83;28;39
83;19;27
83;22;31
83;20;22
83;18;24
83;21;23
83;19;21
83;14;21
83;18;26
83;12;0
83;15;21
83;15;18
83;12;32
83;21;31
83;24;37
83;20;15
83;18;0
83;15;31
83;11;15
84;18;15
84;19;21
84;16;15
84;19;0
84;16;26
84;13;27
84;14;19
84;22;17
84;14;42
84;23;30
84;19;36
84;15;15
84;19;28
84;17;31
84;16;36
84;18;42
84;14;26
84;18;0
84;22;22
84;20;22
84;14;19
84;13;27
84;23;42
84;21;42
84;21;30
84;21;29
84;16;24
84;12;39
84;23;19
84;11;31
84;19;0
84;12;26
84;15;19
84;20;29
84;13;0
84;19;0
84;15;0
84;20;0
84;17;27
84;15;0
84;15;20
84;20;31
84;18;18
84;17;34
84;18;0
84;18;40
84;25;25
84;25;18
84;17;0
84;17;27
84;13;14
84;24;42
84;17;42
84;13;29
84;16;31
84;18;38
84;24;25
84;17;18
84;14;20
84;15;22
84;19;27
84;19;0
84;11;19
84;20;28
84;14;31
84;20;0
84;14;26
84;19;16
84;13;19
84;16;25
84;14;24
84;13;28
84;18;21
84;17;0
84;12;42
84;13;15
84;20;21
84;16;18
84;16;20
84;16;30
84;18;19
84;15;26
84;17;16
84;17;0
84;16;18
84;27;35
84;15;10
84;21;25
84;18;9
84;19;15
84;17;30
84;23;0
84;19;24
84;20;31
84;20;28
84;12;29
84;17;27
84;16;24
84;18;25
84;17;25
85;18;26
85;19;21
85;19;27
85;18;9
85;20;24
85;12;29
85;16;19
85;20;37
85;18;32
85;21;26
85;17;23
85;22;17
85;20;31
85;21;16
85;22;0
85;15;23
85;21;30
85;21;18
85;25;27
85;23;25
85;14;14
85;16;19
85;20;22
85;18;21
85;25;36
85;17;13
85;14;42
85;16;18
85;19;30
85;19;28
85;22;24
85;20;22
85;17;42
85;20;22
85;13;18
85;16;20
85;22;27
85;15;21
85;18;19
85;16;0
85;17;34
85;11;19
85;14;21
85;16;21
85;14;42
85;12;42
85;14;29
85;14;15
85;18;15
85;20;0
85;14;35
85;16;22
85;15;9
85;16;11
85;21;39
85;16;0
85;17;26
85;17;17
85;11;29
85;22;42
85;15;14
85;16;15
85;18;19
85;16;13
85;18;26
85;14;15
85;19;27
85;16;35
85;15;0
85;10;18
85;26;29
85;19;13
85;19;0
85;21;0
85;20;22
85;17;0
85;15;20
85;17;33
85;14;0
85;18;20
85;15;22
85;16;25
85;15;22
85;15;21
85;17;11
85;23;0
85;15;39
85;18;26
85;17;15
85;12;0
85;13;26
85;20;42
85;16;29
85;17;32
85;14;26
85;14;0
85;14;0
85;15;22
85;22;24
85;16;20
86;12;19
86;27;32
86;17;14
86;21;25
86;18;42
86;21;20
86;13;20
86;20;26
86;18;33
86;16;21
86;13;23
86;14;15
86;20;0
86;24;22
86;20;38
86;15;25
86;13;17
86;14;28
86;17;28
86;14;24
86;12;18
86;8;19
86;17;21
86;13;42
86;15;25
86;23;20
86;23;31
86;15;28
86;14;33
86;18;0
86;15;0
86;13;7
86;16;0
86;10;22
86;18;0
86;19;0
86;19;28
86;17;0
86;23;29
86;15;26
86;14;31
86;17;35
86;12;10
86;17;19
86;17;42
86;19;31
86;19;23
86;21;20
86;11;23
86;18;17
86;19;23
86;14;26
86;19;19
86;15;15
86;18;28
86;14;26
86;15;0
86;19;42
86;18;0
86;21;34
86;15;20
86;10;15
86;12;24
86;17;19
86;16;30
86;17;30
86;17;0
86;19;15
86;11;29
86;16;18
86;19;27
86;17;27
86;10;20
86;19;20
86;21;42
86;14;42
86;18;0
86;17;23
86;14;20
86;17;27
86;23;29
86;15;22
86;22;27
86;21;28
86;12;0
86;13;21
86;21;29
86;17;39
86;17;0
86;13;21
86;13;25
86;23;0
86;21;29
86;14;13
86;18;15
86;18;32
86;15;21
86;15;0
86;16;26
86;14;0
87;14;23
87;18;11
87;17;21
87;11;42
87;14;33
87;13;0
87;22;30
87;16;42
87;13;29
87;17;42
87;16;30
87;14;21
87;10;14
87;15;30
87;15;17
87;22;26
87;11;29
87;14;29
87;21;13
87;14;30
87;15;19
87;17;42
87;16;42
87;15;24
87;16;35
87;19;28
87;13;25
87;19;13
87;15;0
87;17;29
87;17;31
87;16;13
87;14;13
87;15;13
87;20;27
87;12;24
87;12;42
87;22;19
87;19;26
87;14;20
87;12;21
87;16;14
87;14;22
87;16;0
87;19;19
87;21;20
87;17;19
87;14;42
87;15;25
87;13;25
87;11;17
87;16;24
87;18;15
87;16;19
87;11;25
87;15;29
87;18;19
87;14;25
87;17;42
87;18;13
87;12;29
87;16;33
87;17;20
87;9;22
87;17;20
87;24;28
87;18;28
87;16;25
87;18;42
87;14;22
87;18;24
87;20;0
87;15;35
87;12;27
87;18;22
87;18;20
87;15;27
87;19;0
87;17;21
87;19;18
87;19;0
87;12;22
87;16;19
87;16;27
87;16;35
87;18;30
87;15;21
87;16;29
87;14;22
87;14;19
87;24;32
87;18;9
87;20;32
87;19;22
87;18;25
87;19;37
87;16;11
87;17;0
87;16;23
87;15;27
88;18;17
88;19;40
88;14;0
88;14;0
88;13;20
88;21;36
88;22;33
88;15;26
88;16;19
88;14;20
88;10;22
88;15;0
88;14;24
88;17;23
88;16;11
88;18;14
88;14;19
88;15;17
88;16;0
88;23;20
88;18;24
88;17;0
88;12;22
88;15;42
88;23;20
88;20;17
88;17;22
88;17;27
88;18;0
88;15;30
88;14;20
88;19;42
88;21;42
88;19;0
88;12;39
88;14;29
88;21;0
88;10;35
88;19;24
88;18;17
88;15;22
88;15;27
88;21;31
88;22;23
88;17;21
88;13;17
88;21;21
88;19;28
88;19;42
88;21;17
88;20;35
88;14;20
88;18;0
88;18;27
88;20;29
88;12;16
88;16;27
88;18;0
88;10;15
88;12;22
88;17;0
88;19;25
88;20;39
88;16;21
88;16;15
88;17;16
88;18;28
88;20;16
88;25;0
88;19;13
88;22;0
88;16;23
88;15;18
88;21;0
88;18;19
88;13;20
88;12;25
88;18;8
88;16;13
88;17;14
88;18;24
88;18;0
88;18;25
88;21;0
88;23;22
88;15;23
88;17;0
88;20;35
88;15;28
88;13;22
88;16;0
88;17;0
88;15;29
88;21;13
88;15;21
88;16;21
88;16;33
88;15;16
88;14;0
88;18;15
89;20;29
89;18;15
89;18;28
89;17;24
89;15;27
89;20;42
89;20;20
89;20;15
89;14;24
89;20;26
89;14;25
89;14;0
89;16;28
89;18;22
89;14;31
89;21;24
89;17;41
89;15;13
89;13;28
89;16;27
89;15;18
89;16;23
89;24;42
89;16;17
89;16;16
89;19;0
89;18;12
89;11;0
89;17;21
89;21;42
89;12;17
89;23;0
89;12;25
89;15;17
89;16;42
89;19;33
89;20;19
89;19;41
89;20;0
89;12;24
89;21;23
89;11;23
89;11;24
89;15;21
89;18;22
89;19;28
89;16;23
89;19;21
89;21;24
89;15;39
89;16;29
89;15;28
89;17;30
89;14;23
89;16;32
89;16;28
89;21;35
89;18;18
89;14;26
89;19;19
89;17;0
89;20;17
89;24;33
89;18;0
89;11;24
89;18;29
89;12;29
89;15;27
89;17;0
89;19;0
89;16;0
89;11;28
89;20;30
89;21;20
89;16;28
89;21;23
89;18;29
89;19;42
89;13;23
89;15;0
89;14;25
89;17;0
89;15;15
89;14;0
89;18;36
89;19;29
89;14;27
89;13;25
89;17;0
89;16;21
89;14;27
89;18;0
89;14;30
89;12;27
89;17;22
89;21;23
89;21;28
89;21;17
89;18;22
89;22;18
90;11;25
90;15;27
90;21;0
90;16;0
90;21;22
90;16;35
90;20;27
90;15;30
90;17;15
90;21;15
90;22;0
90;17;0
90;19;24
90;15;26
90;13;15
90;18;34
90;16;29
90;15;27
90;13;42
90;16;0
90;17;20
90;20;29
90;13;22
90;18;29
90;16;15
90;21;39
90;17;29
90;18;35
90;19;25
90;21;0
90;14;20
90;13;29
90;13;18
90;16;31
90;14;39
90;15;28
90;22;32
90;17;42
90;18;0
90;15;19
90;12;40
90;13;21
90;17;18
90;12;31
90;25;27
90;17;40
90;24;31
90;18;0
90;14;14
90;14;32
90;10;16
90;11;28
90;16;15
90;21;42
90;14;21
90;17;0
90;16;24
90;18;0
90;17;26
90;12;28
90;20;17
90;11;22
90;19;32
90;20;22
90;14;30
90;16;28
90;15;32
90;15;35
90;19;0
90;19;31
90;19;0
90;16;25
90;18;42
90;18;21
90;17;29
90;17;0
90;14;30
90;17;27
90;15;19
90;16;13
90;19;42
90;19;42
90;19;23
90;22;40
90;21;15
90;24;35
90;19;31
90;22;33
90;14;20
90;17;29
90;17;18
90;21;19
90;22;42
90;15;24
90;19;0
90;13;24
90;18;34
90;18;36
90;17;17
90;12;20
91;13;20
91;19;30
91;17;28
91;17;25
91;17;17
91;20;14
91;12;20
91;19;20
91;19;30
91;19;17
91;15;42
91;18;0
91;19;21
91;18;12
91;15;17
91;18;31
91;23;42
91;19;0
91;18;30
91;18;24
91;20;12
91;16;15
91;22;29
91;17;22
91;15;27
91;18;18
91;18;21
91;16;19
91;19;42
91;15;0
91;20;19
91;19;32
91;9;19
91;15;21
91;18;27
91;18;0
91;15;39
91;16;42
91;16;42
91;20;38
91;16;20
91;23;33
91;14;35
91;20;0
91;15;20
91;15;30
91;17;37
91;19;33
91;15;29
91;16;33
91;12;14
91;16;31
91;20;20
91;14;22
91;18;23
91;19;19
91;19;31
91;14;25
91;17;21
91;20;0
91;20;0
91;18;35
91;18;25
91;20;0
91;16;34
91;15;30
91;18;21
91;14;32
91;18;17
91;16;0
91;22;32
91;17;24
91;14;35
91;21;0
91;17;0
91;19;23
91;11;35
91;21;36
91;15;20
91;22;29
91;22;19
91;15;17
91;15;39
91;16;21
91;21;34
91;24;0
91;23;26
91;21;22
91;12;22
91;20;42
91;9;13
91;17;0
91;14;31
91;18;16
91;19;33
91;14;24
91;12;24
91;20;23
91;18;22
91;19;35
92;18;31
92;17;35
92;15;25
92;19;22
92;19;0
92;22;42
92;17;36
92;17;15
92;15;28
92;23;33
92;20;29
92;15;25
92;24;0
92;18;28
92;11;36
92;17;42
92;12;25
92;17;17
92;18;28
92;15;34
92;19;18
92;14;20
92;22;36
92;14;19
92;22;0
92;18;28
92;18;35
92;17;18
92;21;35
92;19;20
92;11;41
92;21;16
92;21;42
92;18;24
92;16;27
92;15;22
92;16;24
92;18;0
92;19;36
92;19;25
92;16;19
92;21;36
92;18;0
92;21;0
92;19;13
92;24;0
92;18;0
92;11;27
92;13;24
92;18;19
92;12;33
92;21;18
92;21;0
92;21;31
92;20;0
92;13;21
92;16;0
92;24;0
92;16;27
92;13;27
92;19;0
92;13;29
92;15;21
92;21;27
92;17;26
92;18;18
92;17;24
92;17;42
92;15;0
92;12;14
92;16;42
92;17;28
92;16;0
92;23;0
92;18;20
92;19;24
92;24;42
92;14;39
92;21;32
92;20;22
92;17;16
92;15;19
92;14;42
92;18;19
92;22;0
92;21;16
92;13;26
92;18;29
92;16;42
92;20;23
92;20;0
92;24;0
92;19;0
92;16;26
92;18;25
92;17;0
92;23;28
92;22;31
92;15;18
92;11;0
93;20;37
93;13;23
93;17;36
93;16;18
93;18;21
93;21;15
93;17;20
93;20;36
93;17;22
93;17;29
93;19;42
93;20;17
